ponto;O1intact_rock_strength;O2intact_rock_strength;O3intact_rock_strength;O4intact_rock_strength;O5intact_rock_strength;O6intact_rock_strength;O1weathering;O2weathering;O3weathering;O4weathering;O5weathering;O1discontinuity_spacing;O2discontinuity_spacing;O3discontinuity_spacing;O4discontinuity_spacing;O1discontinuity_persistence;O2discontinuity_persistence;O3discontinuity_persistence;O4discontinuity_persistence;O1discontinuity_aperture;O2discontinuity_aperture;O3discontinuity_aperture;O4discontinuity_aperture;N1presence_of_water;classification
2338;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_II
2339;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
2340;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
2341;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
2342;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
2343;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
2344;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_II
2345;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
2346;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
2347;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
2348;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
2349;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2350;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2351;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
2352;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
2353;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2354;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2355;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_III
2356;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_III
2357;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_III
2358;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_III
2359;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_II
2360;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_II
2361;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;0;class_III
2362;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;0;class_III
2363;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
2364;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
2365;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
2366;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
2367;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;class_III
2368;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;class_III
2369;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_III
2370;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_III
2371;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_III
2372;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_III
2373;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;class_II
2374;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;class_II
2375;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
2376;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_II
2377;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2378;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2379;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_II
2380;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_II
2381;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_II
2382;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_II
2383;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
2384;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
2385;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
2386;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
2387;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_II
2388;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_II
2389;0;0;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2390;0;0;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2391;0;0;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
2392;0;0;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
2393;0;0;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
2394;0;0;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;class_II
2395;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_II
2396;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;class_II
2397;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2398;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2399;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2400;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2401;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2402;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2403;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
2404;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
2405;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_II
2406;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_II
2407;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
2408;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
2409;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;class_I
2410;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;class_I
2411;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2412;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2413;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_II
2414;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_II
2415;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;class_I
2416;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;class_I
2417;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
2418;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_III
2419;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;class_III
2420;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_III
2421;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;class_III
2424;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
2425;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;class_III
2426;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_III
2427;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;class_III
2428;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;class_III
2429;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;class_III
2430;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_III
2431;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;class_III
2432;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_III
2433;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;class_III
2434;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2435;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2436;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2437;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2438;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_II
2439;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_II
2440;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
2441;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
2442;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2443;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2444;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
2445;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_III
2446;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_III
2447;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_III
2448;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2449;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2450;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;class_III
2451;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;class_III
2452;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;class_III
2453;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;class_III
2454;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_II
2455;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_II
2456;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;1;1;0;class_II
2457;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;1;1;0;class_II
2458;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
2459;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
2460;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2461;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2462;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;class_II
2463;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;class_II
2464;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;class_II
2465;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;class_II
2466;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
2467;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_II
2468;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_II
2469;0;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_II
2470;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;class_II
2471;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;class_II
2472;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
2473;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_II
2474;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_II
2475;0;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_II
2476;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_III
2477;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;class_III
2478;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_III
2479;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_III
2480;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_III
2481;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_III
2482;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
2483;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
2484;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
2485;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;class_II
2486;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2487;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;class_II
2488;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
2489;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;class_II
2490;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;0;class_II
2491;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;0;class_II
2492;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2493;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2494;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2495;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2496;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2497;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2498;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2499;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2500;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_III
2501;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_III
2502;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2503;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2504;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2505;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2506;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;class_II
2507;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;class_II
2508;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_II
2509;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_II
2510;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
2511;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_II
2512;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2513;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;class_III
2514;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_IV
2515;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_IV
2516;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_IV
2517;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_IV
2518;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2519;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2520;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_IV
2521;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_IV
2522;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;class_III
2523;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;class_III
2524;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_IV
2525;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_IV
2526;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_IV
2527;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_IV
2528;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_IV
2529;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_IV
2530;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_IV
2531;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_IV
2532;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_III
2533;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_III
2534;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_III
2535;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;class_III
2536;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2537;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2538;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2539;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2540;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2541;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2542;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2543;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2545;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;class_III
2546;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;class_III
2547;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;class_III
2548;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2549;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2550;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_III
2551;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;0;class_III
2552;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2553;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2554;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;class_III
2555;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;class_III
2556;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_III
2557;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;class_III
2558;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2559;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2560;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_IV
2561;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_IV
2562;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2563;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2564;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;class_III
2565;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2566;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2567;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2568;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2569;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;class_III
2570;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;class_III
2571;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2572;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2573;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2574;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2575;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2576;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2577;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2578;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;class_III
2579;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;class_III
2580;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;class_III
2581;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2582;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_III
2583;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2584;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;class_III
2585;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2586;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
2587;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2588;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;class_III
2589;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
