ponto;O1intact_rock_strength;O2intact_rock_strength;O3intact_rock_strength;O4intact_rock_strength;O5intact_rock_strength;O6intact_rock_strength;O1weathering;O2weathering;O3weathering;O4weathering;O5weathering;O1discontinuity_spacing;O2discontinuity_spacing;O3discontinuity_spacing;O4discontinuity_spacing;O1discontinuity_persistence;O2discontinuity_persistence;O3discontinuity_persistence;O4discontinuity_persistence;O1discontinuity_aperture;O2discontinuity_aperture;O3discontinuity_aperture;O4discontinuity_aperture;N1presence_of_water;classification
4133;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4134;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;1;class_III
4135;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;1;class_III
4136;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;class_II
4137;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;class_II
4138;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4139;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4140;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4141;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4142;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_III
4143;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_III
4144;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;class_II
4145;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;class_II
4146;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;class_II
4147;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;class_II
4148;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4149;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4150;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;class_III
4151;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;class_III
4152;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;class_III
4153;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;class_III
4154;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_III
4155;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_III
4156;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4157;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4158;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_I
4159;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_I
4160;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4161;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4162;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4163;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4164;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4165;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4166;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4167;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4168;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4169;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4170;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4171;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4172;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4173;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4174;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_II
4175;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_II
4176;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;class_II
4177;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;class_II
4178;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4179;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4180;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_II
4181;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_II
4182;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4183;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4184;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4185;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4186;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_I
4187;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_I
4188;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;class_II
4189;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;class_II
4190;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_II
4191;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_II
4192;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4193;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4194;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4195;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4196;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_I
4197;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_I
4198;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4199;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4200;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4201;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4202;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;class_I
4203;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;class_I
4204;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_III
4205;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_III
4206;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;class_III
4207;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;class_III
4208;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_III
4209;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_III
4210;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4211;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4212;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4213;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4214;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4215;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4216;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4217;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4218;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4219;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4220;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4221;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4222;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
4223;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;class_III
4224;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;class_III
4225;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;class_III
4226;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
4227;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;class_II
4228;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;class_II
4229;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;class_II
4230;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_I
4231;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_I
4232;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4233;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4234;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4235;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4236;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4237;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4238;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4239;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4241;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4242;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4243;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4244;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4245;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_III
4246;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_III
4247;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4248;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4249;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_III
4250;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_III
4251;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4252;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4253;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4254;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4255;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4256;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4257;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4258;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4259;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4260;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4261;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4262;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;class_II
4263;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4264;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4265;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4266;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4267;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;class_III
4268;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;class_III
4269;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4270;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4271;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4272;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4273;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4274;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4275;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_II
4276;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_II
4277;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4278;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4279;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4280;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4281;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4282;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4283;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4284;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4285;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4286;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;class_II
4287;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4288;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4289;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_I
4290;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_I
4291;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4292;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4293;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4294;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4295;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4296;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4297;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4298;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4299;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4300;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4301;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4302;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_I
4303;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4304;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4305;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4306;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4307;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_II
4308;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_II
4309;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4310;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4311;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4312;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4313;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_II
4314;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_II
4315;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_II
4316;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_II
4317;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4318;0;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;class_II
4319;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;class_II
4320;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;class_II
4321;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4322;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4323;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_III
4324;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_III
4325;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_II
4326;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_II
4327;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;class_III
4328;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;class_III
4329;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4330;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4331;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4332;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4333;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;class_II
4334;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;class_II
4335;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4336;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;class_II
4337;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;class_III
4338;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;class_III
4339;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;class_II
4340;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;class_II
4341;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4342;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4343;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;class_I
4344;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;class_I
4345;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;class_I
4346;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;class_I
4347;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4348;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_I
4349;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4350;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4351;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4352;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4353;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4354;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4355;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_II
4356;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_II
4357;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_II
4358;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_II
4359;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4360;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4361;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4362;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4363;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4364;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;class_I
4365;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_II
4366;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_II
4367;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_I
4368;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_I
4369;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_II
4370;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;class_II
4371;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4372;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;class_II
4373;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_II
4374;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;class_II
4375;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4376;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;class_II
4378;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;class_II
4379;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;class_II
4380;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4381;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;class_I
4382;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;class_II
4383;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;class_II
